CGPA,Aptitude,Communication,Projects,Internship,Certifications,Placement
5.63,55,87,4,Yes,2,Yes
8.59,33,36,7,Yes,5,Yes
7.95,62,70,5,Yes,7,Yes
5.85,88,100,2,Yes,1,Yes
7.57,95,99,1,No,0,Yes
8.6,47,91,7,No,6,Yes
5.65,64,98,6,Yes,7,Yes
9.98,65,54,6,Yes,1,Yes
9.47,63,54,3,Yes,8,Yes
7.36,74,82,3,No,4,Yes
5.1,31,45,5,Yes,5,Yes
4.82,68,30,9,Yes,2,Yes
4.94,80,69,2,Yes,7,Yes
5.88,100,42,2,Yes,5,Yes
7.3,84,63,8,No,3,Yes
8.25,77,49,3,Yes,7,Yes
8.84,89,62,0,No,0,Yes
7.32,84,44,10,Yes,3,Yes
8.88,57,87,6,No,1,Yes
8.09,97,42,4,No,8,Yes
7.82,57,93,9,Yes,3,Yes
5.36,94,82,5,Yes,2,Yes
6.95,53,42,0,No,4,No
7.47,42,50,2,No,2,Yes
8.92,74,98,9,Yes,3,Yes
7.44,41,91,5,No,2,Yes
8.28,40,88,4,Yes,8,Yes
6.15,80,86,0,Yes,0,Yes
5.92,81,42,2,Yes,5,Yes
4.78,70,99,8,Yes,1,Yes
8.05,54,72,7,Yes,3,Yes
6.73,75,31,2,Yes,2,Yes
8.4,81,81,1,Yes,0,Yes
5.76,38,57,0,No,7,No
8.94,100,69,10,Yes,5,Yes
5.89,40,72,5,No,8,Yes
4.55,57,57,6,Yes,6,Yes
7.5,58,42,1,No,5,Yes
4.78,55,79,6,Yes,8,Yes
7.22,100,33,5,Yes,3,Yes
4.63,81,76,6,No,3,Yes
8.38,58,52,3,Yes,4,Yes
4.72,65,93,3,Yes,8,Yes
6.36,78,63,8,No,8,Yes
5.91,51,73,7,Yes,1,Yes
9.65,76,47,2,Yes,8,Yes
8.55,47,80,3,Yes,7,Yes
8.38,72,81,3,No,0,Yes
5.55,62,50,0,No,2,No
4.83,58,100,6,Yes,0,Yes
6.7,79,44,4,No,6,Yes
8.63,92,86,0,Yes,2,Yes
6.13,88,55,10,Yes,5,Yes
5.32,86,56,9,Yes,0,Yes
4.99,100,96,1,No,3,Yes
9.19,79,73,0,No,7,Yes
4.9,63,44,1,Yes,0,No
8.82,83,60,6,Yes,3,Yes
4.99,82,90,7,No,7,Yes
5.41,72,82,9,Yes,0,Yes
9.51,69,91,6,No,4,Yes
5.39,54,58,9,No,6,Yes
9.46,76,98,10,No,6,Yes
7.44,36,55,4,No,4,Yes
5.05,72,72,6,No,7,Yes
9.92,77,89,7,No,6,Yes
5.69,63,54,9,No,0,Yes
8.33,75,84,10,Yes,1,Yes
9.43,78,76,3,No,2,Yes
9.23,64,34,0,Yes,3,Yes
5.92,64,59,6,No,4,Yes
8.67,78,89,1,No,8,Yes
9.74,68,48,2,No,1,Yes
7.66,52,55,6,No,2,Yes
9.65,60,81,0,Yes,7,Yes
7.46,78,94,8,No,8,Yes
8.69,42,81,1,No,2,Yes
9.21,56,99,0,No,7,Yes
9.41,31,88,9,Yes,3,Yes
6.05,32,58,4,Yes,8,Yes
6.8,64,62,5,No,7,Yes
6.67,36,94,6,No,3,Yes
4.55,60,34,9,Yes,6,Yes
6.78,39,97,5,No,2,Yes
5.3,81,50,2,Yes,6,Yes
6.75,63,75,8,No,2,Yes
7.58,67,82,5,Yes,6,Yes
6.05,81,60,0,No,5,Yes
7.03,57,87,3,No,5,Yes
9.44,81,97,4,Yes,3,Yes
6.11,42,82,0,Yes,3,Yes
9.89,89,40,0,Yes,4,Yes
5.64,64,32,3,Yes,2,Yes
8.28,40,82,5,No,2,Yes
9.25,82,62,10,No,4,Yes
5.73,99,67,7,No,7,Yes
6.98,56,33,0,Yes,4,Yes
8.76,94,40,10,No,4,Yes
8.17,38,72,5,No,2,Yes
8.05,46,100,4,Yes,1,Yes
5.26,93,79,2,Yes,7,Yes
9.01,94,93,5,Yes,5,Yes
4.7,81,96,6,No,2,Yes
8.0,41,79,7,No,3,Yes
6.46,95,66,0,Yes,7,Yes
4.85,47,73,9,Yes,2,Yes
8.23,92,90,2,No,1,Yes
9.14,85,41,4,No,4,Yes
8.79,50,70,9,Yes,4,Yes
7.63,94,32,8,No,4,Yes
5.89,46,67,8,No,1,Yes
8.79,71,60,10,Yes,0,Yes
6.52,71,81,5,No,0,Yes
6.77,39,44,1,No,3,Yes
6.46,44,66,7,Yes,8,Yes
6.72,93,51,8,Yes,8,Yes
7.33,50,58,5,Yes,0,Yes
5.3,44,88,7,Yes,7,Yes
6.49,90,98,1,Yes,8,Yes
7.01,88,54,2,No,2,Yes
6.41,30,42,7,No,0,Yes
7.09,72,70,4,Yes,1,Yes
5.44,89,100,7,Yes,7,Yes
5.08,74,100,5,Yes,8,Yes
7.87,98,33,7,Yes,7,Yes
7.09,95,35,9,Yes,8,Yes
8.37,50,33,9,No,2,Yes
8.37,54,49,6,Yes,7,Yes
7.96,35,73,8,No,4,Yes
8.89,60,88,3,No,1,Yes
7.4,30,46,7,No,0,Yes
8.73,78,44,7,Yes,5,Yes
7.98,59,46,8,Yes,6,Yes
5.6,74,68,0,Yes,1,No
4.89,57,41,2,Yes,5,No
9.94,73,40,2,Yes,1,Yes
5.29,50,37,0,No,5,No
6.04,86,73,6,Yes,5,Yes
4.85,63,51,1,Yes,0,No
7.94,49,54,9,No,4,Yes
6.56,81,94,3,Yes,4,Yes
8.17,89,82,1,No,3,Yes
9.74,55,39,5,Yes,2,Yes
5.0,81,30,6,No,0,No
7.01,35,68,3,Yes,2,Yes
6.96,64,58,1,No,0,Yes
5.95,54,33,6,No,2,Yes
4.58,53,71,6,Yes,1,Yes
5.82,64,77,7,No,6,Yes
5.5,87,93,6,Yes,3,Yes
6.89,66,31,2,Yes,8,Yes
9.13,36,60,4,No,2,Yes
8.21,77,55,1,Yes,7,Yes
6.8,39,76,8,No,1,Yes
5.94,44,71,8,No,6,Yes
5.17,31,48,6,Yes,8,Yes
7.31,74,34,8,Yes,1,Yes
5.99,48,69,5,Yes,0,Yes
8.95,67,43,8,Yes,2,Yes
8.92,44,93,8,No,8,Yes
8.71,71,38,9,Yes,6,Yes
5.69,64,86,3,Yes,6,Yes
6.88,38,69,7,No,3,Yes
8.66,72,78,8,Yes,8,Yes
6.65,65,30,3,Yes,3,Yes
9.26,92,69,5,No,4,Yes
4.69,39,75,1,Yes,8,Yes
9.36,88,58,3,No,6,Yes
8.29,88,87,1,No,8,Yes
9.8,36,33,1,Yes,8,Yes
4.88,68,40,5,No,8,Yes
6.81,90,71,10,No,5,Yes
9.41,88,61,8,Yes,5,Yes
9.13,80,98,4,No,2,Yes
5.1,53,65,2,Yes,6,Yes
8.35,93,31,10,No,0,Yes
5.97,58,38,3,No,7,Yes
8.64,37,68,8,No,6,Yes
9.79,91,76,10,Yes,1,Yes
4.66,41,38,3,Yes,0,No
9.08,47,91,5,Yes,8,Yes
7.48,55,43,8,Yes,6,Yes
8.55,74,35,2,No,0,Yes
6.93,75,58,4,No,1,Yes
8.8,57,59,2,Yes,7,Yes
5.08,56,52,2,Yes,1,No
8.01,72,62,3,Yes,4,Yes
5.68,40,68,4,Yes,2,Yes
6.23,48,85,0,No,0,Yes
7.05,54,34,0,No,3,Yes
6.42,47,42,10,No,8,Yes
7.31,60,79,8,Yes,0,Yes
4.61,93,70,8,Yes,6,Yes
9.71,91,76,2,No,3,Yes
8.7,36,61,0,No,2,Yes
7.27,32,80,0,No,6,Yes
7.87,77,45,2,No,5,Yes
9.82,45,77,10,No,2,Yes
4.81,95,65,8,Yes,5,Yes
6.02,46,56,2,Yes,6,Yes
5.64,37,82,1,Yes,2,Yes
5.36,57,34,5,No,2,Yes
8.43,48,82,5,No,4,Yes
7.16,62,74,8,No,0,Yes
8.45,31,34,10,No,2,Yes
5.18,77,73,1,No,7,Yes
4.87,35,98,3,Yes,4,Yes
4.51,63,65,0,Yes,7,Yes
4.66,33,95,7,Yes,1,Yes
7.87,83,68,6,No,2,Yes
6.12,43,67,1,No,3,Yes
7.9,54,43,9,No,7,Yes
6.43,45,94,4,Yes,1,Yes
7.73,62,71,10,Yes,6,Yes
9.19,93,39,9,No,6,Yes
7.34,55,55,10,No,1,Yes
7.01,56,66,9,No,2,Yes
8.49,55,88,3,No,2,Yes
4.84,100,40,6,Yes,2,Yes
4.87,79,52,1,No,5,Yes
6.44,49,34,10,No,6,Yes
6.28,35,78,0,Yes,0,Yes
9.28,91,63,6,Yes,4,Yes
7.12,99,93,8,No,8,Yes
7.36,59,44,0,Yes,5,Yes
7.61,66,77,6,No,1,Yes
9.82,70,49,0,Yes,8,Yes
8.67,34,68,3,Yes,3,Yes
4.79,68,82,9,Yes,5,Yes
7.69,72,85,9,Yes,4,Yes
8.97,51,94,9,No,0,Yes
9.52,39,56,3,Yes,1,Yes
6.23,57,93,5,Yes,5,Yes
8.98,87,62,3,Yes,0,Yes
7.64,91,63,9,No,8,Yes
6.64,43,62,10,No,7,Yes
7.51,46,53,9,No,4,Yes
5.95,86,47,4,Yes,5,Yes
5.04,57,55,8,No,2,Yes
8.4,81,98,3,No,3,Yes
7.01,90,38,7,No,3,Yes
7.11,60,37,5,No,3,Yes
8.93,61,92,0,No,4,Yes
5.42,91,94,6,No,6,Yes
7.05,94,89,2,No,5,Yes
4.58,36,70,6,No,1,Yes
5.04,75,69,1,No,2,No
5.03,65,73,4,No,8,Yes
8.67,93,99,1,No,5,Yes
7.78,58,87,5,No,7,Yes
8.85,86,65,7,No,0,Yes
9.44,62,41,9,Yes,1,Yes
6.06,91,80,1,Yes,1,Yes
9.75,63,48,6,No,8,Yes
5.03,67,82,8,No,8,Yes
9.69,30,34,10,No,7,Yes
9.52,40,47,5,Yes,0,Yes
8.0,45,75,0,No,0,Yes
9.16,34,36,7,Yes,7,Yes
9.28,52,76,7,No,5,Yes
5.21,100,64,0,No,8,Yes
4.54,58,44,9,Yes,7,Yes
5.95,99,61,6,No,3,Yes
5.41,34,59,2,No,3,Yes
5.1,65,95,3,No,8,Yes
8.76,98,70,9,No,0,Yes
7.93,38,60,8,No,2,Yes
9.14,85,37,7,Yes,7,Yes
7.26,53,76,9,Yes,2,Yes
6.05,75,87,6,No,4,Yes
8.29,95,50,10,No,3,Yes
8.43,98,32,4,Yes,1,Yes
6.96,91,37,10,No,3,Yes
4.88,73,95,1,No,5,Yes
6.19,61,71,2,Yes,5,Yes
8.74,34,58,4,Yes,4,Yes
4.85,45,58,5,No,2,Yes
6.93,53,34,0,Yes,7,Yes
7.63,64,85,2,Yes,8,Yes
9.6,66,90,0,No,8,Yes
8.68,87,100,6,Yes,1,Yes
8.6,67,67,6,Yes,1,Yes
8.98,65,58,2,No,0,Yes
7.61,51,79,8,Yes,3,Yes
7.57,82,70,7,Yes,0,Yes
4.96,63,72,3,No,5,Yes
9.91,82,30,3,Yes,1,Yes
8.09,70,53,7,Yes,3,Yes
9.7,42,78,3,Yes,4,Yes
7.66,53,80,7,No,1,Yes
4.88,60,70,9,Yes,6,Yes
8.88,75,59,4,Yes,1,Yes
9.77,50,49,3,No,2,Yes
7.5,39,52,9,No,5,Yes
8.23,44,81,5,No,4,Yes
4.91,32,30,8,Yes,2,Yes
7.78,45,79,6,Yes,5,Yes
6.56,51,81,0,Yes,6,Yes
6.98,36,76,9,Yes,0,Yes
6.67,98,100,3,Yes,3,Yes
6.52,62,91,4,No,3,Yes
7.97,64,95,10,No,8,Yes
9.48,45,64,5,Yes,1,Yes
5.65,100,39,8,No,8,Yes
7.44,67,64,5,Yes,6,Yes
8.12,70,95,2,No,2,Yes
5.17,77,31,3,No,0,No
7.59,65,90,3,No,3,Yes
6.74,68,44,10,No,5,Yes
5.62,46,67,2,No,0,Yes
4.91,44,78,3,No,8,Yes
8.9,92,55,10,Yes,3,Yes
8.6,63,44,2,No,5,Yes
7.27,92,53,9,Yes,6,Yes
7.32,78,48,0,Yes,3,Yes
8.74,42,94,8,Yes,5,Yes
5.65,31,68,3,Yes,8,Yes
9.86,76,39,7,No,3,Yes
9.01,64,45,1,No,3,Yes
5.14,50,82,9,No,3,Yes
7.55,36,77,5,Yes,7,Yes
4.5,47,88,5,No,3,Yes
4.91,99,64,5,Yes,5,Yes
4.68,32,58,1,No,3,No
5.42,71,46,7,Yes,4,Yes
9.28,60,72,4,No,6,Yes
9.74,41,57,7,Yes,3,Yes
8.76,80,40,4,Yes,1,Yes
6.46,60,100,5,No,1,Yes
6.83,63,75,5,Yes,4,Yes
9.21,78,71,4,Yes,4,Yes
5.3,70,66,2,Yes,4,Yes
7.46,78,73,2,Yes,3,Yes
7.56,50,96,8,Yes,3,Yes
7.61,48,92,6,Yes,0,Yes
6.3,68,73,9,No,8,Yes
9.4,61,51,1,Yes,1,Yes
4.53,30,76,6,Yes,5,Yes
7.01,100,43,5,No,2,Yes
6.65,67,52,3,Yes,5,Yes
6.98,86,86,5,Yes,5,Yes
6.77,68,78,8,No,4,Yes
9.03,40,41,3,Yes,7,Yes
7.7,86,39,10,No,8,Yes
9.57,86,56,10,Yes,5,Yes
9.6,56,85,10,Yes,0,Yes
5.12,45,36,4,No,7,No
5.36,33,92,9,Yes,5,Yes
5.87,32,86,7,No,1,Yes
4.77,72,90,2,No,1,Yes
6.16,71,54,9,Yes,2,Yes
6.56,31,44,8,No,1,Yes
9.82,89,97,4,No,1,Yes
8.27,58,34,1,Yes,5,Yes
6.03,89,71,5,No,4,Yes
8.42,90,58,6,No,7,Yes
5.87,86,32,3,No,8,Yes
6.77,86,86,7,Yes,0,Yes
6.91,32,64,9,No,0,Yes
5.32,37,55,0,No,4,Yes
8.91,90,39,5,No,7,Yes
6.25,34,34,4,No,1,No
7.81,61,68,2,No,7,Yes
9.61,75,37,10,Yes,6,Yes
6.77,37,96,5,No,7,Yes
4.93,31,96,0,Yes,6,Yes
9.02,69,79,0,Yes,2,Yes
9.35,77,96,1,Yes,7,Yes
5.6,77,96,6,No,1,Yes
6.56,31,100,1,No,4,Yes
5.05,36,45,7,No,4,Yes
6.27,49,100,7,No,3,Yes
7.36,97,72,8,Yes,0,Yes
6.11,92,95,4,Yes,6,Yes
7.77,31,42,2,Yes,3,Yes
7.28,98,60,2,Yes,2,Yes
9.61,81,98,4,No,6,Yes
6.34,83,99,9,Yes,2,Yes
4.56,71,89,0,Yes,1,Yes
9.4,83,93,5,No,0,Yes
7.51,48,96,7,No,3,Yes
9.7,40,81,8,No,3,Yes
6.09,76,65,9,Yes,3,Yes
4.55,66,99,8,No,5,Yes
8.87,58,95,1,No,5,Yes
9.7,100,51,2,Yes,3,Yes
4.76,41,92,5,Yes,6,Yes
9.64,62,69,4,No,3,Yes
4.78,83,53,2,No,4,No
5.38,51,68,9,Yes,8,Yes
9.56,56,45,3,No,7,Yes
9.12,86,33,8,Yes,1,Yes
4.53,79,34,6,Yes,1,Yes
6.74,57,41,5,Yes,6,Yes
6.01,98,77,10,Yes,2,Yes
6.64,83,56,4,No,4,Yes
6.26,43,90,1,Yes,3,Yes
7.3,86,33,2,Yes,8,Yes
5.79,46,32,7,Yes,3,Yes
7.51,74,64,4,No,0,Yes
9.63,73,74,5,No,6,Yes
8.6,92,40,3,Yes,1,Yes
7.72,67,95,10,Yes,4,Yes
9.76,93,60,5,No,6,Yes
4.81,42,94,9,Yes,7,Yes
7.77,50,88,9,Yes,0,Yes
5.6,55,63,8,Yes,2,Yes
7.04,72,50,3,No,8,Yes
8.11,46,95,5,Yes,5,Yes
8.04,32,68,2,Yes,0,Yes
9.93,96,75,5,No,0,Yes
5.62,70,95,7,No,5,Yes
9.45,46,68,0,No,1,Yes
4.57,47,39,0,Yes,4,No
9.09,86,68,6,No,5,Yes
8.78,84,89,9,Yes,7,Yes
5.36,76,99,2,No,2,Yes
9.19,96,35,9,No,4,Yes
5.16,46,86,3,No,2,Yes
9.27,96,51,5,Yes,3,Yes
9.91,81,36,5,No,1,Yes
8.69,98,69,6,Yes,2,Yes
7.65,79,30,5,No,4,Yes
5.44,57,85,6,Yes,2,Yes
7.92,66,83,8,No,5,Yes
6.51,69,37,8,Yes,4,Yes
6.92,54,90,4,No,7,Yes
6.93,79,94,2,Yes,1,Yes
8.54,88,65,4,No,7,Yes
7.17,96,88,2,Yes,1,Yes
5.38,97,94,2,Yes,1,Yes
5.74,45,70,1,No,5,Yes
7.2,77,68,3,Yes,5,Yes
6.12,48,33,5,No,2,Yes
7.24,34,93,7,Yes,7,Yes
9.57,79,42,7,Yes,3,Yes
5.17,52,96,0,Yes,3,Yes
5.56,75,93,4,Yes,2,Yes
8.96,44,48,5,Yes,5,Yes
7.12,78,96,0,No,1,Yes
8.83,81,45,9,Yes,2,Yes
8.19,44,84,9,No,3,Yes
4.77,59,37,5,No,0,No
6.68,68,31,3,Yes,6,Yes
4.85,91,31,3,No,2,No
6.59,90,37,3,No,1,Yes
4.57,62,58,4,Yes,5,Yes
6.89,96,32,4,No,5,Yes
7.47,57,41,8,Yes,4,Yes
7.24,89,46,9,No,2,Yes
6.61,57,34,9,Yes,0,Yes
8.34,56,42,3,Yes,0,Yes
9.18,38,75,0,No,5,Yes
9.3,91,70,5,Yes,3,Yes
9.18,37,52,3,No,5,Yes
6.44,56,71,8,Yes,2,Yes
5.66,34,96,9,No,8,Yes
5.38,67,51,6,Yes,1,Yes
4.95,87,48,5,Yes,0,Yes
8.61,67,76,1,No,2,Yes
7.62,89,98,9,Yes,6,Yes
5.21,87,83,9,No,5,Yes
9.78,60,40,1,Yes,6,Yes
8.29,40,60,8,No,7,Yes
7.92,80,68,6,No,8,Yes
7.07,71,44,1,Yes,5,Yes
5.05,100,43,10,Yes,2,Yes
8.89,37,67,4,No,4,Yes
6.46,47,80,4,No,6,Yes
5.45,71,49,8,No,0,Yes
5.21,46,44,8,Yes,4,Yes
7.92,90,75,6,No,8,Yes
4.67,67,62,4,Yes,4,Yes
8.74,88,68,9,No,6,Yes
6.23,59,50,6,No,7,Yes
6.39,73,67,10,Yes,6,Yes
5.32,96,45,10,No,7,Yes
5.52,59,43,0,No,1,No
8.74,41,97,6,Yes,2,Yes
8.99,78,63,9,No,0,Yes
7.36,52,80,7,Yes,8,Yes
9.07,34,80,7,Yes,6,Yes
6.55,62,65,0,No,6,Yes
9.24,80,73,7,Yes,3,Yes
6.12,54,60,1,Yes,8,Yes
6.19,54,88,4,Yes,8,Yes
8.2,46,84,1,No,4,Yes
9.24,34,84,5,Yes,4,Yes
4.73,43,65,0,Yes,7,No
6.61,68,63,2,Yes,4,Yes
9.68,39,34,3,No,0,Yes
7.16,52,36,8,No,5,Yes
7.77,47,61,8,Yes,3,Yes
9.94,97,54,5,Yes,2,Yes
5.67,38,34,0,Yes,3,Yes
5.18,52,38,9,Yes,2,Yes
8.08,30,88,4,Yes,8,Yes
5.99,45,68,3,No,2,Yes
8.1,47,34,0,Yes,2,Yes
9.3,87,58,8,Yes,7,Yes
4.78,81,92,8,Yes,4,Yes
7.01,60,74,2,No,0,Yes
5.61,82,53,0,Yes,6,Yes
7.88,39,61,1,Yes,3,Yes
4.82,80,81,0,No,5,Yes
6.87,44,53,10,Yes,2,Yes
9.69,44,94,5,Yes,1,Yes
9.29,66,86,4,No,0,Yes
5.35,41,89,5,No,8,Yes
9.36,66,36,0,No,0,Yes
4.75,58,76,3,Yes,5,Yes
4.51,31,79,7,No,4,Yes
6.28,83,54,6,No,8,Yes
5.21,45,64,5,Yes,4,Yes
7.94,79,87,3,No,3,Yes
7.91,44,78,1,No,0,Yes
5.19,34,70,9,No,2,Yes
7.43,57,61,7,Yes,1,Yes
6.47,38,40,10,Yes,1,Yes
7.63,46,52,4,Yes,4,Yes
5.71,32,42,3,Yes,1,Yes
8.98,63,74,10,No,4,Yes
9.96,73,44,8,Yes,6,Yes
7.01,90,95,4,No,1,Yes
8.22,55,81,4,Yes,7,Yes
9.51,78,77,1,Yes,7,Yes
8.02,82,97,7,Yes,3,Yes
8.71,40,96,5,No,0,Yes
5.49,66,44,5,No,5,Yes
9.01,41,68,6,No,7,Yes
8.41,80,35,6,No,4,Yes
6.49,73,94,10,Yes,3,Yes
5.57,75,75,5,Yes,2,Yes
9.21,46,50,10,No,7,Yes
6.95,77,65,5,No,7,Yes
7.96,57,50,8,Yes,7,Yes
7.51,41,64,3,No,4,Yes
9.06,54,63,4,Yes,2,Yes
6.07,80,49,2,Yes,5,Yes
9.35,99,72,9,No,6,Yes
4.86,98,56,6,Yes,6,Yes
7.13,63,86,2,Yes,5,Yes
9.87,52,34,1,No,0,Yes
7.21,53,86,6,Yes,8,Yes
7.34,56,67,3,No,5,Yes
5.26,60,100,2,No,2,Yes
8.02,81,92,0,No,2,Yes
8.89,63,47,2,Yes,1,Yes
5.46,58,32,1,No,8,Yes
8.13,42,89,2,No,1,Yes
7.03,63,86,2,Yes,7,Yes
7.5,31,68,9,Yes,7,Yes
7.89,64,65,5,No,5,Yes
9.63,67,88,4,No,7,Yes
7.47,92,57,7,No,7,Yes
9.21,58,50,1,No,1,Yes
4.78,68,59,8,No,4,Yes
5.35,92,90,10,Yes,2,Yes
4.57,50,41,0,No,0,No
5.92,100,68,10,Yes,2,Yes
8.7,50,41,4,No,1,Yes
9.92,76,88,10,Yes,7,Yes
6.43,54,95,5,No,2,Yes
6.86,73,94,9,Yes,4,Yes
5.84,41,97,8,Yes,5,Yes
4.75,73,83,3,No,7,Yes
7.01,42,79,8,No,8,Yes
4.79,42,46,10,Yes,1,Yes
8.58,73,46,3,No,6,Yes
9.83,75,44,6,Yes,2,Yes
5.7,40,39,9,No,3,Yes
6.88,48,81,8,No,0,Yes
9.41,96,33,7,Yes,8,Yes
7.81,71,78,10,No,1,Yes
6.41,88,75,0,Yes,1,Yes
7.53,40,69,10,Yes,4,Yes
4.78,67,89,2,Yes,7,Yes
7.72,89,75,8,No,2,Yes
5.34,35,99,6,Yes,7,Yes
8.31,30,92,0,Yes,7,Yes
9.58,72,54,0,No,6,Yes
4.95,67,53,2,No,5,Yes
6.6,36,87,4,No,0,Yes
5.43,51,70,6,Yes,5,Yes
7.35,56,34,6,No,2,Yes
8.03,72,71,9,No,7,Yes
8.95,66,57,7,Yes,0,Yes
9.38,66,72,3,Yes,1,Yes
5.23,82,98,4,Yes,4,Yes
7.78,92,84,6,No,2,Yes
8.27,52,43,4,No,8,Yes
5.28,79,52,5,No,6,Yes
5.36,95,85,1,Yes,7,Yes
5.15,96,94,10,Yes,0,Yes
9.33,88,61,10,Yes,6,Yes
7.8,32,63,3,Yes,0,Yes
5.09,96,44,9,Yes,3,Yes
6.95,74,79,0,No,0,Yes
5.22,39,36,4,Yes,5,Yes
9.26,80,59,9,No,2,Yes
9.04,71,86,0,No,2,Yes
5.91,62,36,6,No,0,Yes
8.06,89,40,4,Yes,6,Yes
8.19,56,86,3,No,0,Yes
6.69,95,41,4,Yes,0,Yes
4.73,35,32,4,Yes,7,Yes
7.99,84,47,8,Yes,2,Yes
6.52,36,85,10,No,4,Yes
6.47,73,60,10,No,0,Yes
9.14,58,72,5,Yes,5,Yes
9.15,83,37,8,No,0,Yes
6.41,43,40,9,Yes,8,Yes
9.82,83,74,3,No,4,Yes
8.18,33,59,9,No,0,Yes
8.4,74,42,0,No,6,Yes
7.32,92,60,10,No,4,Yes
9.88,53,32,1,Yes,2,Yes
5.73,68,40,1,No,8,Yes
9.13,91,61,1,No,8,Yes
4.9,72,64,4,No,5,Yes
9.34,85,96,1,No,1,Yes
8.68,39,95,4,Yes,4,Yes
4.96,35,67,7,No,0,No
6.65,60,69,4,No,8,Yes
4.96,63,90,3,No,1,Yes
7.25,76,33,3,Yes,2,Yes
5.92,48,42,2,Yes,6,Yes
8.55,71,80,0,No,7,Yes
8.47,80,95,5,No,1,Yes
7.77,90,33,0,Yes,1,Yes
4.81,57,57,2,No,0,No
8.47,86,51,2,Yes,2,Yes
9.73,72,61,1,No,2,Yes
5.21,82,92,0,Yes,6,Yes
5.77,41,45,2,Yes,3,Yes
8.96,90,97,9,Yes,5,Yes
5.26,61,52,0,No,5,No
7.82,73,78,10,No,8,Yes
5.15,91,33,1,Yes,4,Yes
6.8,61,68,10,No,5,Yes
7.07,74,94,2,Yes,5,Yes
8.97,98,86,2,Yes,6,Yes
4.98,90,74,0,Yes,1,Yes
6.62,94,97,7,No,4,Yes
9.7,52,46,0,No,8,Yes
8.11,71,87,6,No,1,Yes
5.08,72,88,0,Yes,7,Yes
7.41,46,45,9,Yes,2,Yes
6.81,45,39,5,Yes,2,Yes
7.21,38,80,10,No,8,Yes
5.35,81,46,0,Yes,0,No
8.39,39,94,1,No,7,Yes
6.59,85,65,3,No,0,Yes
5.67,56,96,0,No,7,Yes
4.88,98,58,10,Yes,5,Yes
8.32,82,43,10,No,0,Yes
6.97,36,91,3,Yes,1,Yes
8.58,66,44,8,Yes,5,Yes
6.21,36,98,0,No,2,Yes
5.99,63,50,10,No,2,Yes
6.59,63,54,1,No,7,Yes
8.81,69,81,1,Yes,8,Yes
7.01,78,38,9,Yes,1,Yes
8.57,96,70,7,No,7,Yes
5.89,68,66,0,Yes,2,Yes
9.25,74,48,1,Yes,8,Yes
5.2,100,37,9,Yes,2,Yes
9.6,95,60,9,No,7,Yes
6.36,66,48,7,Yes,1,Yes
9.35,97,37,1,Yes,8,Yes
8.62,98,86,1,No,3,Yes
9.77,61,98,10,Yes,8,Yes
8.22,98,60,0,No,1,Yes
7.41,46,53,7,No,5,Yes
4.85,74,39,0,Yes,6,Yes
9.76,61,63,3,Yes,0,Yes
5.27,76,79,10,Yes,6,Yes
8.57,35,83,10,No,2,Yes
6.98,68,84,4,Yes,5,Yes
6.12,79,44,3,No,0,No
8.72,56,99,9,No,8,Yes
8.47,32,36,8,Yes,7,Yes
9.16,58,51,4,Yes,7,Yes
6.53,100,65,7,Yes,6,Yes
5.8,82,90,0,Yes,8,Yes
8.52,99,35,1,Yes,7,Yes
4.66,51,31,7,Yes,2,Yes
7.89,47,87,3,No,4,Yes
6.25,79,73,2,No,5,Yes
6.43,89,94,3,No,4,Yes
5.27,73,74,0,No,8,Yes
4.82,92,85,9,No,0,Yes
6.65,95,42,10,No,1,Yes
9.35,90,46,8,No,6,Yes
7.03,39,42,9,Yes,7,Yes
5.08,95,62,4,No,7,Yes
6.51,74,83,7,No,4,Yes
5.91,66,39,2,Yes,8,Yes
6.68,48,36,0,Yes,1,Yes
9.81,56,50,1,No,0,Yes
9.63,44,80,2,No,7,Yes
9.46,52,40,5,Yes,3,Yes
7.37,60,53,6,Yes,5,Yes
8.16,48,68,3,Yes,6,Yes
6.63,64,33,9,No,3,Yes
9.27,53,70,3,No,5,Yes
6.71,86,66,7,No,4,Yes
7.77,30,89,7,No,6,Yes
9.68,89,83,0,No,7,Yes
5.46,57,71,8,No,1,Yes
6.27,57,54,7,No,2,Yes
9.52,90,72,9,No,6,Yes
8.66,56,64,8,No,6,Yes
8.56,76,48,6,Yes,2,Yes
8.13,88,45,7,No,7,Yes
7.52,68,41,9,No,2,Yes
6.91,32,89,4,No,5,Yes
6.99,69,95,6,Yes,8,Yes
4.58,58,87,2,Yes,4,Yes
8.39,56,88,0,Yes,5,Yes
9.68,35,35,8,No,2,Yes
5.29,57,88,4,No,0,Yes
6.39,73,66,8,Yes,0,Yes
7.66,76,64,7,No,5,Yes
7.06,79,68,9,No,4,Yes
9.44,94,52,10,Yes,8,Yes
8.98,56,82,5,Yes,5,Yes
6.69,71,49,5,No,0,Yes
8.06,80,99,1,No,6,Yes
5.65,93,46,6,Yes,2,Yes
5.12,83,87,1,No,7,Yes
9.44,86,89,4,No,3,Yes
8.58,82,83,4,No,7,Yes
9.08,58,84,4,No,2,Yes
4.54,66,58,9,Yes,5,Yes
6.63,98,76,9,No,7,Yes
6.91,94,69,9,Yes,0,Yes
5.64,69,100,0,No,0,Yes
